|     |   Total_cache_access |   Cache_reads |   Cache_writes |   Total_cache_miss |   Read_misses |   Write_misses |   Total_miss_rate |   Read_miss_rate |   Write_miss_rate |   Lines_evicted |   Leakage_cost (mW) |   Write_cost (nJ) |   Read_cost (nJ) |   Cache_size (Kib) |   Block_size (bytes) |   Assoc |   Cycle_time (ns) |
| 118 |               682572 |        544188 |         138384 |              19853 |         10757 |           9096 |          0.029086 |         0.01576  |          0.013326 |            8887 |            0.396899 |        0.00132088 |       0.00133915 |                  4 |                    4 |       1 |         0.100959  |
|  54 |               682572 |        544188 |         138384 |              21235 |         12299 |           8936 |          0.03111  |         0.018019 |          0.013092 |            8919 |            0.447412 |        0.00250817 |       0.00129832 |                  4 |                    4 |       4 |         0.0990866 |
|  69 |               682572 |        544188 |         138384 |              23919 |         14967 |           8952 |          0.035042 |         0.021927 |          0.013115 |            8943 |            0.635244 |        0.00140033 |       0.00165757 |                  8 |                   64 |       2 |         0.122769  |
|  77 |               682572 |        544188 |         138384 |              24659 |         16173 |           8486 |          0.036127 |         0.023694 |          0.012432 |            8482 |            0.371394 |        0.00136658 |       0.00134117 |                  4 |                   16 |       4 |         0.100959  |
| 117 |               682572 |        544188 |         138384 |              24995 |         18175 |           6820 |          0.036619 |         0.026627 |          0.009992 |            6735 |            3.08319  |        0.0244783  |       0.00660876 |                 16 |                    1 |      16 |         0.198345  |
|  40 |               682572 |        544188 |         138384 |              25923 |         16721 |           9202 |          0.037978 |         0.024497 |          0.013481 |            9192 |            0.334786 |        0.00112729 |       0.00123385 |                  4 |                   32 |       2 |         0.100959  |
| 126 |               682572 |        544188 |         138384 |              25987 |         19227 |           6760 |          0.038072 |         0.028168 |          0.009904 |            6590 |            2.71099  |        0.0132262  |       0.00564034 |                 16 |                    1 |       8 |         0.176579  |
| 119 |               682572 |        544188 |         138384 |              27280 |         19730 |           7550 |          0.039966 |         0.028905 |          0.011061 |            7550 |            1.22632  |        0.00351819 |       0.00355795 |                  8 |                    8 |      16 |         0.176461  |
|  45 |               682572 |        544188 |         138384 |              27447 |         15693 |          11754 |          0.040211 |         0.022991 |          0.01722  |           11754 |            1.12015  |        0.00708093 |       0.00277163 |                  8 |                    2 |       8 |         0.122769  |
| 141 |               682572 |        544188 |         138384 |              27457 |         15667 |          11790 |          0.040226 |         0.022953 |          0.017273 |           11746 |            1.00778  |        0.00417798 |       0.00252372 |                  8 |                    2 |       4 |         0.122769  |
|  37 |               682572 |        544188 |         138384 |              27815 |         21847 |           5968 |          0.04075  |         0.032007 |          0.008743 |            5543 |            2.57398  |        0.00755529 |       0.0052752  |                 16 |                    1 |       4 |         0.174921  |
|  28 |               682572 |        544188 |         138384 |              30127 |         16855 |          13272 |          0.044137 |         0.024693 |          0.019444 |           12972 |            0.970644 |        0.00271798 |       0.00236143 |                  8 |                    2 |       2 |         0.122769  |
|  23 |               682572 |        544188 |         138384 |              30552 |         24436 |           6116 |          0.04476  |         0.0358   |          0.00896  |            5223 |            2.46357  |        0.00340769 |       0.0049053  |                 16 |                    1 |       1 |         0.171295  |
|  95 |               682572 |        544188 |         138384 |              30552 |         24436 |           6116 |          0.04476  |         0.0358   |          0.00896  |            5223 |            2.50304  |        0.00477012 |       0.00505492 |                 16 |                    1 |       2 |         0.172889  |
|  61 |               682572 |        544188 |         138384 |              31915 |         23935 |           7980 |          0.046757 |         0.035066 |          0.011691 |            7980 |            1.315    |        0.00492597 |       0.00369713 |                  8 |                    4 |      16 |         0.176461  |
| 100 |               682572 |        544188 |         138384 |              34393 |         19103 |          15290 |          0.050387 |         0.027987 |          0.022401 |           15256 |            0.549938 |        0.00267546 |       0.00157006 |                  4 |                    2 |       4 |         0.0990866 |
| 115 |               682572 |        544188 |         138384 |              34681 |         18915 |          15766 |          0.050809 |         0.027711 |          0.023098 |           15604 |            0.514499 |        0.00186409 |       0.00140742 |                  4 |                    2 |       2 |         0.0990866 |
| 138 |               682572 |        544188 |         138384 |              35158 |         25018 |          10140 |          0.051508 |         0.036653 |          0.014856 |           10136 |            0.503263 |        0.00195078 |       0.00181478 |                  4 |                    8 |       8 |         0.100959  |
|   3 |               682572 |        544188 |         138384 |              35213 |         19007 |          16206 |          0.051589 |         0.027846 |          0.023743 |           15394 |            0.954792 |        0.00198789 |       0.00225767 |                  8 |                    2 |       1 |         0.122769  |
| 129 |               682572 |        544188 |         138384 |              36817 |         19689 |          17128 |          0.053939 |         0.028845 |          0.025093 |           16710 |            0.490562 |        0.00139711 |       0.0015507  |                  4 |                    2 |       1 |         0.100959  |
|  43 |               682572 |        544188 |         138384 |              40439 |         29929 |          10510 |          0.059245 |         0.043847 |          0.015398 |           10502 |            0.54974  |        0.0026579  |       0.0018839  |                  4 |                    4 |       8 |         0.100959  |
|   7 |               682572 |        544188 |         138384 |              40697 |         25183 |          15514 |          0.059623 |         0.036894 |          0.022729 |           15510 |            0.628916 |        0.00131142 |       0.00165027 |                  8 |                  128 |       2 |         0.122769  |
|  70 |               682572 |        544188 |         138384 |              43561 |         29321 |          14240 |          0.063819 |         0.042957 |          0.020862 |           14238 |            0.359923 |        0.001187   |       0.0013248  |                  4 |                   32 |       4 |         0.100959  |
|  91 |               682572 |        544188 |         138384 |              44091 |         28919 |          15172 |          0.064595 |         0.042368 |          0.022228 |           15087 |            1.46188  |        0.00737074 |       0.00357227 |                  8 |                    1 |       8 |         0.132039  |
|  42 |               682572 |        544188 |         138384 |              45335 |         29923 |          15412 |          0.066418 |         0.043839 |          0.022579 |           15183 |            1.35888  |        0.00474916 |       0.00303652 |                  8 |                    1 |       4 |         0.145337  |
| 131 |               682572 |        544188 |         138384 |              50059 |         32605 |          17454 |          0.073339 |         0.047768 |          0.025571 |           16713 |            1.31115  |        0.00327959 |       0.00285125 |                  8 |                    1 |       2 |         0.145337  |
|  15 |               682572 |        544188 |         138384 |              52405 |         40051 |          12354 |          0.076776 |         0.058677 |          0.018099 |           12354 |            1.4922   |        0.00776485 |       0.00399881 |                  8 |                    2 |      16 |         0.176461  |
|  76 |               682572 |        544188 |         138384 |              54479 |         34801 |          19678 |          0.079814 |         0.050985 |          0.028829 |           19548 |            0.731357 |        0.00405478 |       0.00184152 |                  4 |                    1 |       4 |         0.102452  |
|  12 |               682572 |        544188 |         138384 |              56313 |         35739 |          20574 |          0.082501 |         0.052359 |          0.030142 |           20188 |            0.689881 |        0.00252627 |       0.00166899 |                  4 |                    1 |       2 |         0.101617  |
| 123 |               682572 |        544188 |         138384 |              56373 |         36781 |          19592 |          0.082589 |         0.053886 |          0.028703 |           17827 |            1.26052  |        0.00212453 |       0.00290773 |                  8 |                    1 |       1 |         0.126284  |
|  31 |               682572 |        544188 |         138384 |              60543 |         38005 |          22538 |          0.088698 |         0.055679 |          0.033019 |           21640 |            0.672595 |        0.00178343 |       0.00156749 |                  4 |                    1 |       1 |         0.101002  |
|  46 |               682572 |        544188 |         138384 |              65665 |         49653 |          16012 |          0.096202 |         0.072744 |          0.023458 |           15996 |            0.642542 |        0.00409547 |       0.00204545 |                  4 |                    2 |       8 |         0.100959  |
| 145 |               682572 |        544188 |         138384 |              91067 |         75595 |          15472 |          0.133417 |         0.11075  |          0.022667 |           15431 |            1.84644  |        0.0133976  |       0.00455713 |                  8 |                    1 |      16 |         0.176461  |
| 134 |               682572 |        544188 |         138384 |             113421 |         93467 |          19954 |          0.166167 |         0.136934 |          0.029234 |           19891 |            0.827982 |        0.00692557 |       0.0023235  |                  4 |                    1 |       8 |         0.101646  |
|  58 |               682572 |        544188 |         138384 |             262403 |        248989 |          13414 |          0.384433 |         0.364781 |          0.019652 |           13414 |            0.94989  |        0.00340489 |       0.00309112 |                  4 |                    4 |      16 |         0.16565   |
| 105 |               682572 |        544188 |         138384 |             273693 |        256301 |          17392 |          0.400973 |         0.375493 |          0.02548  |           17392 |            1.04103  |        0.00485389 |       0.00323442 |                  4 |                    2 |      16 |         0.16565   |
|  59 |               682572 |        544188 |         138384 |             293003 |        272435 |          20568 |          0.429263 |         0.39913  |          0.030133 |           20548 |            1.22315  |        0.0077752  |       0.00354434 |                  4 |                    1 |      16 |         0.16565   |
