Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
22, 65536, 1, 8, 32, 0.370174, 0.198345, N/A, 0.00522757, 0.00817046, 5.09765, 0.076724, 2, 8, 0.125, 4, 8, 1, 68.8459, 2, 2, 0.5, 1, 1, 1, 71.2693, 
22, 32768, 1, 1, 32, 0.227315, 0.245104, N/A, 0.00718274, 0.00379567, 3.51771, 0.0393012, 2, 2, 8, 32, 1, 1, 80.9833, 2, 2, 8, 16, 1, 1, 78.0954, 
22, 32768, 1, 16, 32, 0.25274, 0.198345, N/A, 0.00482775, 0.00408633, 2.95792, 0.046239, 2, 4, 0.03125, 2, 16, 1, 69.8765, 2, 2, 0.5, 1, 1, 1, 37.9582, 
22, 8192, 1, 16, 32, 0.158607, 0.176461, N/A, 0.00369713, 0.00492597, 1.32929, 0.013069, 2, 2, 0.25, 2, 16, 1, 64.2688, 2, 2, 0.5, 1, 1, 1, 52.4312, 
22, 8192, 1, 8, 32, 0.16769, 0.122769, N/A, 0.00277163, 0.00708093, 1.13231, 0.0116449, 2, 2, 0.5, 2, 8, 1, 71.5447, 2, 2, 0.5, 1, 1, 1, 71.4163, 
22, 65536, 1, 8, 32, 0.493487, 0.269384, N/A, 0.00876832, 0.0108169, 10.3871, 0.118487, 4, 2, 2, 2, 8, 1, 78.2596, 2, 8, 2, 4, 1, 1, 72.8586, 
22, 4096, 1, 8, 32, 0.113552, 0.100959, N/A, 0.00181478, 0.00195078, 0.509059, 0.00671166, 2, 2, 0.125, 2, 8, 1, 62.4161, 2, 2, 0.5, 1, 1, 1, 38.5643, 
22, 16384, 1, 16, 32, 0.261342, 0.198345, N/A, 0.00660876, 0.0244783, 3.11449, 0.0406979, 2, 2, 1, 2, 16, 1, 74.4303, 2, 2, 0.5, 1, 1, 1, 79.2065, 
22, 65536, 1, 2, 32, 0.36873, 0.198345, N/A, 0.0048873, 0.0042109, 4.94431, 0.0758998, 2, 8, 0.5, 16, 2, 1, 68.8722, 2, 2, 2, 4, 1, 1, 70.5263, 
22, 65536, 1, 2, 32, 0.354713, 0.198345, N/A, 0.00433846, 0.00347327, 4.66183, 0.0644612, 2, 8, 0.0625, 16, 2, 1, 68.8722, 2, 2, 0.5, 1, 1, 1, 62.4278, 
22, 32768, 1, 2, 32, 0.262048, 0.198345, N/A, 0.00413226, 0.00348571, 2.65241, 0.0373117, 2, 4, 1, 16, 2, 1, 70.9747, 2, 2, 2, 4, 1, 1, 70.9807, 
22, 16384, 1, 2, 32, 0.167855, 0.198345, N/A, 0.00310965, 0.00205069, 1.19072, 0.0145099, 2, 2, 0.125, 16, 2, 1, 75.1794, 2, 2, 0.25, 1, 1, 1, 57.4367, 
22, 8192, 1, 2, 32, 0.18513, 0.145337, N/A, 0.00285125, 0.00327959, 1.32514, 0.0215505, 2, 2, 2, 4, 2, 1, 74.461, 2, 2, 4, 8, 1, 1, 74.1947, 
22, 65536, 1, 8, 32, 0.356754, 0.198345, N/A, 0.00477078, 0.00371498, 4.80142, 0.0766617, 2, 8, 0.015625, 4, 8, 1, 68.8459, 2, 2, 0.5, 1, 1, 1, 38.7634, 
22, 32768, 1, 1, 32, 0.247398, 0.198345, N/A, 0.00343046, 0.00233447, 2.33632, 0.0307716, 2, 4, 0.125, 32, 1, 1, 70.3438, 2, 2, 0.5, 1, 1, 1, 54.2794, 
22, 32768, 1, 16, 32, 0.25274, 0.198345, N/A, 0.00524636, 0.00811044, 3.2133, 0.046277, 2, 4, 0.125, 2, 16, 1, 69.8765, 2, 2, 0.5, 1, 1, 1, 64.6625, 
22, 4096, 1, 2, 32, 0.106885, 0.100959, N/A, 0.00123385, 0.00112729, 0.338773, 0.00476006, 2, 2, 0.125, 8, 2, 1, 62.6698, 2, 2, 0.5, 1, 1, 1, 41.4684, 
22, 65536, 1, 4, 32, 0.355098, 0.198345, N/A, 0.00445656, 0.00354448, 4.68858, 0.0677027, 2, 8, 0.03125, 8, 4, 1, 69.128, 2, 2, 0.5, 1, 1, 1, 57.4659, 
22, 65536, 1, 1, 32, 0.355039, 0.198345, N/A, 0.00431221, 0.00304265, 4.6608, 0.0681231, 2, 8, 0.125, 32, 1, 1, 68.2409, 2, 2, 2, 4, 1, 1, 56.0506, 
22, 32768, 1, 16, 32, 0.260429, 0.245104, N/A, 0.00847036, 0.0244507, 4.20875, 0.0408168, 2, 2, 0.5, 2, 16, 1, 80.9177, 2, 2, 0.5, 1, 1, 1, 78.9242, 
22, 32768, 1, 4, 32, 0.248224, 0.198345, N/A, 0.00366962, 0.00248105, 2.36635, 0.033022, 2, 4, 0.03125, 8, 4, 1, 71.2357, 2, 2, 0.5, 1, 1, 1, 43.1344, 
22, 65536, 1, 2, 32, 0.354713, 0.198345, N/A, 0.0044576, 0.00354764, 4.69705, 0.0676984, 2, 8, 0.125, 16, 2, 1, 68.8722, 2, 2, 1, 2, 1, 1, 67.8219, 
22, 16384, 1, 16, 32, 0.172793, 0.198345, N/A, 0.00461744, 0.00514206, 1.89248, 0.0224008, 2, 2, 0.125, 2, 16, 1, 74.4303, 2, 2, 0.5, 1, 1, 1, 52.3283, 
22, 8192, 1, 16, 32, 0.147652, 0.176461, N/A, 0.00355795, 0.00351819, 1.23963, 0.0130623, 2, 2, 0.125, 2, 16, 1, 64.2688, 2, 2, 0.5, 1, 1, 1, 37.9344, 
22, 32768, 1, 8, 32, 0.229995, 0.245104, N/A, 0.0068376, 0.00813257, 3.11067, 0.0402141, 2, 2, 0.5, 4, 8, 1, 81.4257, 2, 2, 1, 2, 1, 1, 74.0838, 
22, 8192, 1, 16, 32, 0.17139, 0.176461, N/A, 0.00399881, 0.00776485, 1.50844, 0.0130733, 2, 2, 0.5, 2, 16, 1, 64.2688, 2, 2, 0.5, 1, 1, 1, 64.9383, 
22, 16384, 1, 8, 32, 0.184271, 0.198345, N/A, 0.00415346, 0.00732578, 1.65357, 0.0180857, 2, 2, 0.5, 4, 8, 1, 75.2945, 2, 2, 0.5, 1, 1, 1, 70.9659, 
22, 65536, 1, 4, 32, 0.408654, 0.245104, N/A, 0.00856401, 0.006545, 7.0453, 0.108547, 2, 4, 2, 8, 4, 1, 77.0648, 2, 4, 4, 8, 1, 1, 74.5384, 
22, 32768, 1, 16, 32, 0.317208, 0.245104, N/A, 0.00917526, 0.0147911, 6.0372, 0.0594119, 2, 2, 1, 2, 16, 1, 80.9177, 2, 4, 1, 2, 1, 1, 73.5353, 
22, 16384, 1, 16, 32, 0.172793, 0.198345, N/A, 0.00491252, 0.00791499, 2.06766, 0.0224083, 2, 2, 0.25, 2, 16, 1, 74.4303, 2, 2, 0.5, 1, 1, 1, 64.7752, 
22, 32768, 1, 1, 32, 0.247398, 0.198345, N/A, 0.0035936, 0.00241397, 2.38941, 0.0332563, 2, 4, 0.5, 32, 1, 1, 70.3438, 2, 2, 2, 4, 1, 1, 67.4433, 
22, 65536, 1, 8, 32, 0.332804, 0.245104, N/A, 0.0074718, 0.00863865, 5.3803, 0.082761, 2, 4, 0.25, 4, 8, 1, 76.8546, 2, 2, 1, 2, 1, 1, 73.7553, 
22, 32768, 1, 8, 32, 0.249756, 0.198345, N/A, 0.00403249, 0.00298754, 2.49522, 0.0375899, 2, 4, 0.03125, 4, 8, 1, 70.9824, 2, 2, 0.5, 1, 1, 1, 38.8881, 
22, 4096, 1, 4, 32, 0.112722, 0.100959, N/A, 0.00134117, 0.00136658, 0.375753, 0.00477693, 2, 2, 0.125, 4, 4, 1, 62.8703, 2, 2, 0.25, 1, 1, 1, 54.9837, 
22, 32768, 1, 2, 32, 0.247567, 0.198345, N/A, 0.00360678, 0.00247142, 2.35866, 0.0331031, 2, 4, 0.125, 16, 2, 1, 70.9747, 2, 2, 1, 2, 1, 1, 56.6976, 
22, 4096, 1, 4, 32, 0.126539, 0.0990866, N/A, 0.00115368, 0.00180993, 0.410834, 0.00491229, 2, 2, 0.125, 2, 4, 1, 68.9971, 2, 2, 0.25, 1, 1, 1, 64.5181, 
22, 8192, 1, 1, 32, 0.137481, 0.122769, N/A, 0.00164656, 0.00138642, 0.645635, 0.00829622, 2, 2, 0.25, 16, 1, 1, 71.7316, 2, 2, 1, 2, 1, 1, 53.547, 
22, 32768, 1, 16, 32, 0.232669, 0.245104, N/A, 0.00735222, 0.0137179, 3.53154, 0.0408383, 2, 2, 0.25, 2, 16, 1, 80.9177, 2, 2, 0.5, 1, 1, 1, 73.4391, 
22, 16384, 1, 4, 32, 0.168648, 0.198345, N/A, 0.00340763, 0.00311473, 1.27518, 0.0157481, 2, 2, 0.25, 8, 4, 1, 75.4646, 2, 2, 0.5, 1, 1, 1, 69.0636, 
22, 65536, 1, 4, 32, 0.331271, 0.245104, N/A, 0.00716333, 0.00587973, 5.25755, 0.0819594, 2, 4, 0.5, 8, 4, 1, 77.0648, 2, 2, 2, 4, 1, 1, 73.7797, 
22, 4096, 1, 1, 32, 0.110047, 0.100959, N/A, 0.00133915, 0.00132088, 0.401618, 0.00526725, 2, 2, 2, 16, 1, 1, 62.7011, 2, 2, 2, 4, 1, 1, 68.1809, 
22, 65536, 1, 2, 32, 0.405974, 0.245104, N/A, 0.00834443, 0.00518068, 6.91255, 0.10723, 2, 4, 4, 16, 2, 1, 76.9322, 2, 4, 8, 16, 1, 1, 74.0616, 
22, 4096, 1, 2, 32, 0.125762, 0.0990866, N/A, 0.00105965, 0.00172488, 0.384067, 0.00486889, 2, 2, 0.25, 4, 2, 1, 69.0038, 2, 2, 0.5, 1, 1, 1, 64.0727, 
22, 4096, 1, 4, 32, 0.126539, 0.0990866, N/A, 0.00129832, 0.00250817, 0.45264, 0.00578591, 2, 2, 0.25, 2, 4, 1, 68.9971, 2, 2, 0.5, 1, 1, 1, 69.3337, 
22, 65536, 1, 1, 32, 0.355039, 0.198345, N/A, 0.00480772, 0.00356328, 4.93671, 0.0762745, 2, 8, 1, 32, 1, 1, 68.2409, 2, 2, 4, 8, 1, 1, 69.8547, 
22, 4096, 1, 2, 32, 0.125762, 0.0990866, N/A, 0.00118842, 0.00178965, 0.422753, 0.00574733, 2, 2, 0.5, 4, 2, 1, 69.0038, 2, 2, 1, 2, 1, 1, 68.6347, 
22, 4096, 1, 8, 32, 0.137122, 0.100959, N/A, 0.00204545, 0.00409547, 0.650042, 0.00672215, 2, 2, 0.5, 2, 8, 1, 62.4161, 2, 2, 0.5, 1, 1, 1, 63.65, 
22, 8192, 1, 1, 32, 0.137481, 0.122769, N/A, 0.00200929, 0.00167604, 0.796275, 0.0112957, 2, 2, 2, 16, 1, 1, 71.7316, 2, 2, 4, 8, 1, 1, 62.9394, 
22, 65536, 1, 4, 32, 0.355098, 0.198345, N/A, 0.00453898, 0.00419072, 4.72668, 0.0677566, 2, 8, 0.0625, 8, 4, 1, 69.128, 2, 2, 0.5, 1, 1, 1, 68.7541, 
22, 32768, 1, 8, 32, 0.249756, 0.198345, N/A, 0.00424585, 0.00495914, 2.62554, 0.0376267, 2, 4, 0.125, 4, 8, 1, 70.9824, 2, 2, 0.5, 1, 1, 1, 63.7186, 
22, 8192, 1, 8, 32, 0.140133, 0.122769, N/A, 0.00234191, 0.00291219, 0.857209, 0.0116406, 2, 2, 0.125, 2, 8, 1, 71.5447, 2, 2, 0.5, 1, 1, 1, 52.2051, 
22, 8192, 1, 2, 32, 0.137893, 0.122769, N/A, 0.00189454, 0.0019999, 0.71294, 0.00920428, 2, 2, 0.5, 8, 2, 1, 71.7111, 2, 2, 1, 2, 1, 1, 68.5324, 
22, 16384, 1, 1, 32, 0.167438, 0.198345, N/A, 0.00364399, 0.00240605, 1.49428, 0.0179729, 2, 2, 4, 32, 1, 1, 74.5414, 2, 2, 4, 8, 1, 1, 70.6056, 
22, 8192, 1, 4, 32, 0.138677, 0.122769, N/A, 0.00200403, 0.00270373, 0.742563, 0.00922567, 2, 2, 0.25, 4, 4, 1, 71.8422, 2, 2, 0.5, 1, 1, 1, 69.1462, 
22, 65536, 1, 4, 32, 0.489624, 0.269384, N/A, 0.00832202, 0.00801381, 9.80067, 0.116444, 4, 2, 4, 4, 4, 1, 78.3623, 2, 8, 4, 8, 1, 1, 73.0441, 
22, 16384, 1, 2, 32, 0.182647, 0.198345, N/A, 0.00375799, 0.00312971, 1.50874, 0.0178999, 2, 2, 2, 16, 2, 1, 75.1794, 2, 2, 2, 4, 1, 1, 71.2342, 
22, 8192, 1, 2, 32, 0.137893, 0.122769, N/A, 0.00165757, 0.00140033, 0.642254, 0.00786938, 2, 2, 0.0625, 8, 2, 1, 71.7111, 2, 2, 0.25, 1, 1, 1, 51.0538, 
22, 8192, 1, 1, 32, 0.143442, 0.122769, N/A, 0.00225767, 0.00198789, 0.965237, 0.0112823, 2, 2, 4, 16, 1, 1, 71.7316, 2, 2, 4, 8, 1, 1, 70.935, 
22, 16384, 1, 1, 32, 0.167438, 0.198345, N/A, 0.00427708, 0.00253911, 1.79499, 0.0215705, 2, 2, 8, 32, 1, 1, 74.5414, 2, 2, 8, 16, 1, 1, 73.183, 
22, 8192, 1, 1, 32, 0.137481, 0.122769, N/A, 0.0016993, 0.00157105, 0.666951, 0.00832555, 2, 2, 0.5, 16, 1, 1, 71.7316, 2, 2, 1, 2, 1, 1, 62.8724, 
22, 32768, 1, 8, 32, 0.263488, 0.198345, N/A, 0.00450082, 0.00755843, 2.79857, 0.0376211, 2, 4, 0.25, 4, 8, 1, 70.9824, 2, 2, 0.5, 1, 1, 1, 71.5638, 
22, 65536, 1, 8, 32, 0.360351, 0.245104, N/A, 0.00853059, 0.0137332, 6.02165, 0.0827116, 2, 4, 0.5, 4, 8, 1, 76.8546, 2, 2, 1, 2, 1, 1, 78.9474, 
22, 8192, 1, 2, 32, 0.137893, 0.122769, N/A, 0.00165027, 0.00131142, 0.635767, 0.00785346, 2, 2, 0.03125, 8, 2, 1, 71.7111, 2, 2, 0.25, 1, 1, 1, 39.4013, 
22, 65536, 1, 8, 32, 0.356754, 0.198345, N/A, 0.00497919, 0.00563712, 4.92868, 0.0767351, 2, 8, 0.0625, 4, 8, 1, 68.8459, 2, 2, 0.5, 1, 1, 1, 63.4677, 
22, 16384, 1, 4, 32, 0.168648, 0.198345, N/A, 0.00326834, 0.00244952, 1.23545, 0.0149104, 2, 2, 0.125, 8, 4, 1, 75.4646, 2, 2, 0.25, 1, 1, 1, 64.0727, 
22, 65536, 1, 2, 32, 0.354713, 0.198345, N/A, 0.0046554, 0.0036229, 4.78554, 0.0759327, 2, 8, 0.25, 16, 2, 1, 68.8722, 2, 2, 2, 4, 1, 1, 62.872, 
22, 4096, 1, 2, 32, 0.111571, 0.100959, N/A, 0.00124939, 0.00129862, 0.349979, 0.00476644, 2, 2, 0.25, 8, 2, 1, 62.6698, 2, 2, 0.5, 1, 1, 1, 54.7902, 
22, 8192, 1, 4, 32, 0.138677, 0.122769, N/A, 0.00226215, 0.00284811, 0.84159, 0.0114766, 2, 2, 0.5, 4, 4, 1, 71.8422, 2, 2, 1, 2, 1, 1, 63.1441, 
22, 16384, 1, 1, 32, 0.167438, 0.198345, N/A, 0.00340221, 0.00210244, 1.32939, 0.0179864, 2, 2, 2, 32, 1, 1, 74.5414, 2, 2, 4, 8, 1, 1, 62.6426, 
22, 16384, 1, 1, 32, 0.215365, 0.171295, N/A, 0.0049053, 0.00340769, 2.48861, 0.0273032, 2, 2, 8, 16, 1, 1, 77.4437, 2, 2, 8, 16, 1, 1, 78.4734, 
22, 65536, 1, 16, 32, 0.36277, 0.245104, N/A, 0.00905969, 0.0245732, 6.47032, 0.0842555, 2, 4, 0.25, 2, 16, 1, 76.0402, 2, 2, 0.5, 1, 1, 1, 78.9718, 
22, 8192, 1, 2, 32, 0.165949, 0.122769, N/A, 0.00236143, 0.00271798, 0.981288, 0.011358, 2, 2, 2, 8, 2, 1, 71.7111, 2, 2, 2, 4, 1, 1, 71.5488, 
22, 65536, 1, 16, 32, 0.417999, 0.245104, N/A, 0.00974061, 0.015117, 8.25697, 0.113029, 2, 4, 0.5, 2, 16, 1, 76.0402, 2, 4, 1, 2, 1, 1, 73.4791, 
22, 65536, 1, 16, 32, 0.360357, 0.198345, N/A, 0.00566048, 0.00606952, 5.35409, 0.09368, 2, 8, 0.03125, 2, 16, 1, 67.6494, 2, 2, 0.5, 1, 1, 1, 52.4156, 
22, 8192, 1, 8, 32, 0.140133, 0.122769, N/A, 0.00227444, 0.00222154, 0.811177, 0.0116294, 2, 2, 0.0625, 2, 8, 1, 71.5447, 2, 2, 0.5, 1, 1, 1, 38.5993, 
22, 65536, 1, 8, 32, 0.356754, 0.198345, N/A, 0.00483248, 0.00434792, 4.8439, 0.076707, 2, 8, 0.03125, 4, 8, 1, 68.8459, 2, 2, 0.5, 1, 1, 1, 52.2828, 
22, 16384, 1, 2, 32, 0.167855, 0.198345, N/A, 0.00330138, 0.00243002, 1.24654, 0.0157725, 2, 2, 0.5, 16, 2, 1, 75.1794, 2, 2, 1, 2, 1, 1, 68.323, 
22, 32768, 1, 2, 32, 0.247567, 0.198345, N/A, 0.00351342, 0.00227003, 2.33952, 0.0314539, 2, 4, 0.0625, 16, 2, 1, 70.9747, 2, 2, 0.5, 2, 1, 1, 53.547, 
22, 32768, 1, 1, 32, 0.247398, 0.198345, N/A, 0.00350614, 0.00236253, 2.35486, 0.0316207, 2, 4, 0.25, 32, 1, 1, 70.3438, 2, 2, 1, 1, 2, 1, 61.6767, 
22, 8192, 1, 16, 32, 0.202387, 0.176461, N/A, 0.00455713, 0.0133976, 1.86612, 0.0220494, 2, 2, 1, 2, 16, 1, 64.2688, 2, 2, 0.5, 1, 1, 1, 73.8647, 
22, 16384, 1, 8, 32, 0.170118, 0.198345, N/A, 0.00367359, 0.00263949, 1.34311, 0.0180701, 2, 2, 0.0625, 4, 8, 1, 75.2945, 2, 2, 0.5, 1, 1, 1, 38.4075, 
22, 16384, 1, 8, 32, 0.242183, 0.176579, N/A, 0.00564034, 0.0132262, 2.73872, 0.0284221, 2, 2, 1, 2, 8, 1, 77.3346, 2, 2, 1, 2, 1, 1, 79.2328, 
22, 65536, 1, 1, 32, 0.355039, 0.198345, N/A, 0.00540693, 0.00369343, 5.22171, 0.0899471, 2, 8, 2, 32, 1, 1, 68.2409, 2, 2, 8, 16, 1, 1, 72.9294, 
22, 4096, 1, 2, 32, 0.127416, 0.0990866, N/A, 0.00140742, 0.00186409, 0.520574, 0.00799025, 2, 2, 1, 4, 2, 1, 69.0038, 2, 2, 2, 4, 1, 1, 63.126, 
22, 8192, 1, 1, 32, 0.156352, 0.126284, N/A, 0.00290773, 0.00212453, 1.27378, 0.0149082, 2, 2, 8, 16, 1, 1, 71.7316, 2, 2, 8, 16, 1, 1, 73.4812, 
22, 4096, 1, 1, 32, 0.112852, 0.100959, N/A, 0.0015507, 0.00139711, 0.496468, 0.00650908, 2, 2, 4, 16, 1, 1, 62.7011, 2, 2, 4, 8, 1, 1, 63.1206, 
22, 16384, 1, 4, 32, 0.168648, 0.198345, N/A, 0.00321395, 0.00208355, 1.2132, 0.0148793, 2, 2, 0.0625, 8, 4, 1, 75.4646, 2, 2, 0.25, 1, 1, 1, 54.7902, 
22, 32768, 1, 16, 32, 0.25274, 0.198345, N/A, 0.00495952, 0.00541993, 3.0431, 0.0462619, 2, 4, 0.0625, 2, 16, 1, 69.8765, 2, 2, 0.5, 1, 1, 1, 52.3255, 
22, 4096, 1, 2, 32, 0.158323, 0.101617, N/A, 0.00166899, 0.00252627, 0.697677, 0.00798234, 2, 2, 2, 4, 2, 1, 69.0038, 2, 2, 2, 4, 1, 1, 70.9636, 
22, 65536, 1, 2, 32, 0.487098, 0.269384, N/A, 0.00808471, 0.00663396, 9.53283, 0.115341, 4, 2, 8, 8, 2, 1, 78.2969, 2, 8, 8, 16, 1, 1, 72.5777, 
22, 32768, 1, 4, 32, 0.248224, 0.198345, N/A, 0.00402962, 0.00360027, 2.51927, 0.0373421, 2, 4, 0.25, 8, 4, 1, 71.2357, 2, 2, 1, 2, 1, 1, 63.4493, 
22, 8192, 1, 4, 32, 0.138677, 0.122769, N/A, 0.00188464, 0.00167185, 0.681151, 0.00920376, 2, 2, 0.0625, 4, 4, 1, 71.8422, 2, 2, 0.5, 1, 1, 1, 43.1177, 
22, 8192, 1, 4, 32, 0.138677, 0.122769, N/A, 0.00191667, 0.00200804, 0.701674, 0.00921494, 2, 2, 0.125, 4, 4, 1, 71.8422, 2, 2, 0.5, 1, 1, 1, 57.5364, 
22, 65536, 1, 4, 32, 0.369578, 0.198345, N/A, 0.00502014, 0.00555476, 4.98352, 0.0761067, 2, 8, 0.25, 8, 4, 1, 69.128, 2, 2, 1, 2, 1, 1, 71.0055, 
22, 32768, 1, 1, 32, 0.247398, 0.198345, N/A, 0.00402312, 0.0027803, 2.63637, 0.0373969, 2, 4, 2, 32, 1, 1, 70.3438, 2, 2, 4, 8, 1, 1, 70.1491, 
22, 32768, 1, 1, 32, 0.247398, 0.198345, N/A, 0.00463935, 0.00291407, 2.92934, 0.0444653, 2, 4, 4, 32, 1, 1, 70.3438, 2, 2, 8, 16, 1, 1, 72.858, 
22, 65536, 1, 1, 32, 0.355039, 0.198345, N/A, 0.00438968, 0.00320667, 4.69612, 0.0681641, 2, 8, 0.25, 32, 1, 1, 68.2409, 2, 2, 2, 4, 1, 1, 67.3426, 
22, 32768, 1, 8, 32, 0.258439, 0.245104, N/A, 0.00792936, 0.013392, 3.77195, 0.0401894, 2, 2, 1, 4, 8, 1, 81.4257, 2, 2, 1, 2, 1, 1, 79.3091, 
22, 16384, 1, 4, 32, 0.239951, 0.174921, N/A, 0.0052752, 0.00755529, 2.60021, 0.0279855, 2, 2, 2, 4, 4, 1, 77.5081, 2, 2, 2, 4, 1, 1, 79.4625, 
22, 8192, 1, 8, 32, 0.183326, 0.132039, N/A, 0.00357227, 0.00737074, 1.4774, 0.0155714, 2, 2, 1, 2, 8, 1, 71.5447, 2, 2, 1, 2, 1, 1, 74.2863, 
22, 4096, 1, 16, 32, 0.172529, 0.16565, N/A, 0.00354434, 0.0077752, 1.23677, 0.0127761, 2, 2, 1, 2, 16, 1, 50.5818, 2, 2, 0.5, 1, 1, 1, 63.9147, 
22, 16384, 1, 2, 32, 0.238271, 0.172889, N/A, 0.00505492, 0.00477012, 2.52877, 0.0276199, 2, 2, 4, 8, 2, 1, 77.4317, 2, 2, 4, 8, 1, 1, 78.9933, 
22, 32768, 1, 8, 32, 0.311908, 0.245104, N/A, 0.00836035, 0.00883756, 5.11883, 0.0577638, 2, 2, 2, 4, 8, 1, 81.4257, 2, 4, 2, 4, 1, 1, 74.6065, 
22, 4096, 1, 8, 32, 0.12439, 0.100959, N/A, 0.0018839, 0.0026579, 0.556106, 0.00671811, 2, 2, 0.25, 2, 8, 1, 62.4161, 2, 2, 0.5, 1, 1, 1, 52.2458, 
22, 8192, 1, 8, 32, 0.140133, 0.122769, N/A, 0.00250016, 0.00431678, 0.949115, 0.0116476, 2, 2, 0.25, 2, 8, 1, 71.5447, 2, 2, 0.5, 1, 1, 1, 63.5131, 
22, 32768, 1, 4, 32, 0.248224, 0.198345, N/A, 0.00378406, 0.00346348, 2.42498, 0.0330697, 2, 4, 0.125, 8, 4, 1, 71.2357, 2, 2, 0.5, 1, 1, 1, 68.8572, 
22, 16384, 1, 8, 32, 0.170118, 0.198345, N/A, 0.00389189, 0.00466054, 1.47647, 0.0180884, 2, 2, 0.25, 4, 8, 1, 75.2945, 2, 2, 0.5, 1, 1, 1, 63.1297, 
22, 16384, 1, 16, 32, 0.201663, 0.198345, N/A, 0.00545765, 0.0134158, 2.41739, 0.0224061, 2, 2, 0.5, 2, 16, 1, 74.4303, 2, 2, 0.5, 1, 1, 1, 73.6522, 
22, 4096, 1, 16, 32, 0.14875, 0.16565, N/A, 0.00309112, 0.00340489, 0.960516, 0.00843423, 2, 2, 0.25, 2, 16, 1, 50.5818, 2, 2, 0.5, 1, 1, 1, 37.1996, 
22, 16384, 1, 2, 32, 0.167855, 0.198345, N/A, 0.00307175, 0.00184958, 1.17791, 0.0144692, 2, 2, 0.0625, 16, 2, 1, 75.1794, 2, 2, 0.25, 1, 1, 1, 51.0538, 
22, 16384, 1, 4, 32, 0.168648, 0.198345, N/A, 0.00365937, 0.00325521, 1.37181, 0.0179175, 2, 2, 0.5, 8, 4, 1, 75.4646, 2, 2, 1, 2, 1, 1, 63.7162, 
22, 65536, 1, 2, 32, 0.356573, 0.245104, N/A, 0.00799524, 0.00576808, 5.81327, 0.081294, 2, 4, 2, 16, 2, 1, 76.9322, 2, 2, 4, 8, 1, 1, 78.3379, 
22, 4096, 1, 8, 32, 0.167993, 0.101646, N/A, 0.0023235, 0.00692557, 0.837302, 0.0114606, 2, 2, 1, 2, 8, 1, 62.4161, 2, 2, 0.5, 1, 1, 1, 71.6348, 
22, 4096, 1, 4, 32, 0.107669, 0.100959, N/A, 0.0013248, 0.001187, 0.364078, 0.00477055, 2, 2, 0.0625, 4, 4, 1, 62.8703, 2, 2, 0.25, 1, 1, 1, 41.532, 
22, 32768, 1, 8, 32, 0.249756, 0.198345, N/A, 0.00409584, 0.00363697, 2.53871, 0.0376126, 2, 4, 0.0625, 4, 8, 1, 70.9824, 2, 2, 0.5, 1, 1, 1, 52.4725, 
22, 32768, 1, 4, 32, 0.228525, 0.245104, N/A, 0.0065013, 0.00525587, 2.98491, 0.0397741, 2, 2, 1, 8, 4, 1, 81.5251, 2, 2, 2, 4, 1, 1, 74.0031, 
22, 8192, 1, 1, 32, 0.137481, 0.122769, N/A, 0.00180134, 0.00160164, 0.703469, 0.0091672, 2, 2, 1, 16, 1, 1, 71.7316, 2, 2, 2, 4, 1, 1, 68.08, 
22, 4096, 1, 1, 32, 0.106473, 0.100959, N/A, 0.00125344, 0.00113625, 0.361657, 0.00526449, 2, 2, 1, 16, 1, 1, 62.7011, 2, 2, 2, 4, 1, 1, 56.3575, 
22, 16384, 1, 8, 32, 0.199825, 0.169342, N/A, 0.0045222, 0.00783483, 2.06151, 0.0284466, 2, 2, 0.5, 2, 8, 1, 77.3346, 2, 2, 1, 2, 1, 1, 73.9754, 
22, 4096, 1, 1, 32, 0.106473, 0.100959, N/A, 0.00122224, 0.00105559, 0.341597, 0.00526292, 2, 2, 0.5, 16, 1, 1, 62.7011, 2, 2, 2, 4, 1, 1, 41.8626, 
22, 32768, 1, 2, 32, 0.305262, 0.245104, N/A, 0.00770596, 0.0045357, 4.68848, 0.0562365, 2, 2, 8, 16, 2, 1, 81.3584, 2, 4, 8, 16, 1, 1, 74.2256, 
22, 32768, 1, 1, 32, 0.274748, 0.245104, N/A, 0.00752775, 0.0038094, 4.60728, 0.0562296, 2, 2, 16, 32, 1, 1, 80.9833, 2, 4, 16, 32, 1, 1, 72.9612, 
22, 32768, 1, 4, 32, 0.256072, 0.245104, N/A, 0.00756009, 0.00782808, 3.62626, 0.0397464, 2, 2, 2, 8, 4, 1, 81.5251, 2, 2, 2, 4, 1, 1, 79.0891, 
22, 16384, 1, 8, 32, 0.170118, 0.198345, N/A, 0.00373859, 0.00330541, 1.38761, 0.0180814, 2, 2, 0.125, 4, 8, 1, 75.2945, 2, 2, 0.5, 1, 1, 1, 51.9146, 
22, 8192, 1, 4, 32, 0.167153, 0.122769, N/A, 0.00252372, 0.00417798, 1.01869, 0.0114713, 2, 2, 1, 4, 4, 1, 71.8422, 2, 2, 1, 2, 1, 1, 70.9751, 
