|     |   Total_cache_access |   Cache_reads |   Cache_writes |   Total_cache_miss |   Read_misses |   Write_misses |   Total_miss_rate |   Read_miss_rate |   Write_miss_rate |   Lines_evicted |   Leakage_cost (mW) |   Write_cost (nJ) |   Read_cost (nJ) |   Cache_size (Kib) |   Block_size (bytes) |   Assoc |   Cycle_time (ns) |
|  58 |               280576 |        264192 |          16384 |              12798 |           173 |          12625 |          0.045613 |         0.000617 |          0.044997 |           12482 |            0.94989  |        0.00340489 |       0.00309112 |                  4 |                    4 |      16 |         0.16565   |
| 138 |               280576 |        264192 |          16384 |              12924 |           129 |          12795 |          0.046062 |         0.00046  |          0.045603 |           12716 |            0.503263 |        0.00195078 |       0.00181478 |                  4 |                    8 |       8 |         0.100959  |
|  43 |               280576 |        264192 |          16384 |              13052 |           189 |          12863 |          0.046519 |         0.000674 |          0.045845 |           12720 |            0.54974  |        0.0026579  |       0.0018839  |                  4 |                    4 |       8 |         0.100959  |
| 105 |               280576 |        264192 |          16384 |              13054 |           306 |          12748 |          0.046526 |         0.001091 |          0.045435 |           12477 |            1.04103  |        0.00485389 |       0.00323442 |                  4 |                    2 |      16 |         0.16565   |
| 135 |               280576 |        264192 |          16384 |              13075 |          1166 |          11909 |          0.046601 |         0.004156 |          0.042445 |           11798 |            0.667987 |        0.00161649 |       0.00177993 |                  8 |                   16 |       2 |         0.122769  |
|   1 |               280576 |        264192 |          16384 |              13091 |          1376 |          11715 |          0.046658 |         0.004904 |          0.041753 |           11652 |            0.647748 |        0.00160144 |       0.00169547 |                  8 |                   32 |       2 |         0.122769  |
|  24 |               280576 |        264192 |          16384 |              13107 |          1105 |          12002 |          0.046715 |         0.003938 |          0.042776 |           11795 |            0.705077 |        0.0019999  |       0.00189454 |                  8 |                    8 |       2 |         0.122769  |
|  42 |               280576 |        264192 |          16384 |              13116 |          1876 |          11240 |          0.046747 |         0.006686 |          0.04006  |            9689 |            1.35888  |        0.00474916 |       0.00303652 |                  8 |                    1 |       4 |         0.145337  |
| 142 |               280576 |        264192 |          16384 |              13267 |          1149 |          12118 |          0.047285 |         0.004095 |          0.04319  |           11719 |            0.799291 |        0.00207228 |       0.00210646 |                  8 |                    4 |       2 |         0.122769  |
|  46 |               280576 |        264192 |          16384 |              13308 |           338 |          12970 |          0.047431 |         0.001205 |          0.046226 |           12699 |            0.642542 |        0.00409547 |       0.00204545 |                  4 |                    2 |       8 |         0.100959  |
|  59 |               280576 |        264192 |          16384 |              13566 |           586 |          12980 |          0.048351 |         0.002089 |          0.046262 |           12453 |            1.22315  |        0.0077752  |       0.00354434 |                  4 |                    1 |      16 |         0.16565   |
|  28 |               280576 |        264192 |          16384 |              13635 |          1361 |          12274 |          0.048596 |         0.004851 |          0.043746 |           11491 |            0.970644 |        0.00271798 |       0.00236143 |                  8 |                    2 |       2 |         0.122769  |
| 134 |               280576 |        264192 |          16384 |              13820 |           650 |          13170 |          0.049256 |         0.002317 |          0.046939 |           12643 |            0.827982 |        0.00692557 |       0.0023235  |                  4 |                    1 |       8 |         0.101646  |
|  87 |               280576 |        264192 |          16384 |              13944 |           661 |          13283 |          0.049698 |         0.002356 |          0.047342 |           13204 |            0.405981 |        0.00180993 |       0.00115368 |                  4 |                    8 |       4 |         0.0990866 |
|  77 |               280576 |        264192 |          16384 |              14008 |           756 |          13252 |          0.049926 |         0.002694 |          0.047231 |           13205 |            0.371394 |        0.00136658 |       0.00134117 |                  4 |                   16 |       4 |         0.100959  |
|  54 |               280576 |        264192 |          16384 |              14024 |           685 |          13339 |          0.049983 |         0.002441 |          0.047541 |           13196 |            0.447412 |        0.00250817 |       0.00129832 |                  4 |                    4 |       4 |         0.0990866 |
|  70 |               280576 |        264192 |          16384 |              14232 |          1080 |          13152 |          0.050724 |         0.003849 |          0.046875 |           13121 |            0.359923 |        0.001187   |       0.0013248  |                  4 |                   32 |       4 |         0.100959  |
| 100 |               280576 |        264192 |          16384 |              14256 |           842 |          13414 |          0.05081  |         0.003001 |          0.047809 |           13143 |            0.549938 |        0.00267546 |       0.00157006 |                  4 |                    2 |       4 |         0.0990866 |
| 131 |               280576 |        264192 |          16384 |              14391 |          1811 |          12580 |          0.051291 |         0.006455 |          0.044836 |           11029 |            1.31115  |        0.00327959 |       0.00285125 |                  8 |                    1 |       2 |         0.145337  |
|  76 |               280576 |        264192 |          16384 |              14740 |          1190 |          13550 |          0.052535 |         0.004241 |          0.048294 |           13023 |            0.731357 |        0.00405478 |       0.00184152 |                  4 |                    1 |       4 |         0.102452  |
|  22 |               280576 |        264192 |          16384 |              16048 |          1789 |          14259 |          0.057197 |         0.006376 |          0.05082  |           14180 |            0.379481 |        0.00172488 |       0.00105965 |                  4 |                    8 |       2 |         0.0990866 |
|  99 |               280576 |        264192 |          16384 |              16096 |          1805 |          14291 |          0.057368 |         0.006433 |          0.050935 |           14148 |            0.417805 |        0.00178965 |       0.00118842 |                  4 |                    4 |       2 |         0.0990866 |
| 162 |               280576 |        264192 |          16384 |              16176 |          1948 |          14228 |          0.057653 |         0.006943 |          0.05071  |           14181 |            0.345793 |        0.00129862 |       0.00124939 |                  4 |                   16 |       2 |         0.100959  |
| 115 |               280576 |        264192 |          16384 |              16312 |          2010 |          14302 |          0.058138 |         0.007164 |          0.050974 |           14031 |            0.514499 |        0.00186409 |       0.00140742 |                  4 |                    2 |       2 |         0.0990866 |
| 149 |               280576 |        264192 |          16384 |              16391 |          1088 |          15303 |          0.058419 |         0.003878 |          0.054541 |           15240 |            0.638728 |        0.00138642 |       0.00164656 |                  8 |                   32 |       1 |         0.122769  |
|  84 |               280576 |        264192 |          16384 |              16407 |          1017 |          15390 |          0.058476 |         0.003625 |          0.054851 |           15279 |            0.659658 |        0.00157105 |       0.0016993  |                  8 |                   16 |       1 |         0.122769  |
|  38 |               280576 |        264192 |          16384 |              16439 |          1019 |          15420 |          0.05859  |         0.003632 |          0.054958 |           15213 |            0.695834 |        0.00160164 |       0.00180134 |                  8 |                    8 |       1 |         0.122769  |
|  96 |               280576 |        264192 |          16384 |              16503 |          1080 |          15423 |          0.058818 |         0.003849 |          0.054969 |           15024 |            0.787472 |        0.00167604 |       0.00200929 |                  8 |                    4 |       1 |         0.122769  |
|  40 |               280576 |        264192 |          16384 |              16528 |          2424 |          14104 |          0.058907 |         0.008639 |          0.050268 |           14073 |            0.334786 |        0.00112729 |       0.00123385 |                  4 |                   32 |       2 |         0.100959  |
|   3 |               280576 |        264192 |          16384 |              16631 |          1272 |          15359 |          0.059274 |         0.004534 |          0.054741 |           14576 |            0.954792 |        0.00198789 |       0.00225767 |                  8 |                    2 |       1 |         0.122769  |
|  12 |               280576 |        264192 |          16384 |              16780 |          2468 |          14312 |          0.059806 |         0.008796 |          0.051009 |           13785 |            0.689881 |        0.00252627 |       0.00166899 |                  4 |                    1 |       2 |         0.101617  |
| 123 |               280576 |        264192 |          16384 |              16887 |          1666 |          15221 |          0.060187 |         0.005938 |          0.054249 |           13670 |            1.26052  |        0.00212453 |       0.00290773 |                  8 |                    1 |       1 |         0.126284  |
|  29 |               280576 |        264192 |          16384 |              17683 |          1713 |          15970 |          0.063024 |         0.006105 |          0.056919 |           15891 |            0.35748  |        0.00113625 |       0.00125344 |                  4 |                    8 |       1 |         0.100959  |
| 118 |               280576 |        264192 |          16384 |              17715 |          1757 |          15958 |          0.063138 |         0.006262 |          0.056876 |           15815 |            0.396899 |        0.00132088 |       0.00133915 |                  4 |                    4 |       1 |         0.100959  |
| 101 |               280576 |        264192 |          16384 |              17747 |          1806 |          15941 |          0.063252 |         0.006437 |          0.056815 |           15894 |            0.337694 |        0.00105559 |       0.00122224 |                  4 |                   16 |       1 |         0.100959  |
| 129 |               280576 |        264192 |          16384 |              17819 |          1961 |          15858 |          0.063509 |         0.006989 |          0.056519 |           15587 |            0.490562 |        0.00139711 |       0.0015507  |                  4 |                    2 |       1 |         0.100959  |
|  31 |               280576 |        264192 |          16384 |              18055 |          2403 |          15652 |          0.06435  |         0.008565 |          0.055785 |           15125 |            0.672595 |        0.00178343 |       0.00156749 |                  4 |                    1 |       1 |         0.101002  |
