|     |   Total_cache_access |   Cache_reads |   Cache_writes |   Total_cache_miss |   Read_misses |   Write_misses |   Total_miss_rate |   Read_miss_rate |   Write_miss_rate |   Lines_evicted |   Leakage_cost (mW) |   Write_cost (nJ) |   Read_cost (nJ) |   Cache_size (Kib) |   Block_size (bytes) |   Assoc |   Cycle_time (ns) |
|  94 |                 6656 |          4608 |           2048 |                  4 |             3 |              1 |          0.000601 |         0.000451 |          0.00015  |               0 |            4.79815  |        0.00434792 |       0.00483248 |                 64 |                   64 |       8 |         0.198345  |
|  14 |                 6656 |          4608 |           2048 |                  4 |             3 |              1 |          0.000601 |         0.000451 |          0.00015  |               0 |            5.22044  |        0.00476889 |       0.00553201 |                 64 |                   64 |      16 |         0.198345  |
|  40 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            0.334786 |        0.00112729 |       0.00123385 |                  4 |                   32 |       2 |         0.100959  |
|  70 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            0.359923 |        0.001187   |       0.0013248  |                  4 |                   32 |       4 |         0.100959  |
| 149 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            0.638728 |        0.00138642 |       0.00164656 |                  8 |                   32 |       1 |         0.122769  |
|   1 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            0.647748 |        0.00160144 |       0.00169547 |                  8 |                   32 |       2 |         0.122769  |
|  80 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            0.673926 |        0.00167185 |       0.00188464 |                  8 |                   32 |       4 |         0.122769  |
|  16 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            1.18924  |        0.00185347 |       0.00311707 |                 16 |                   32 |       1 |         0.198345  |
| 152 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            1.19804  |        0.00236843 |       0.00317827 |                 16 |                   32 |       2 |         0.198345  |
| 106 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            1.22337  |        0.00244952 |       0.00326834 |                 16 |                   32 |       4 |         0.198345  |
|   0 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            1.3301   |        0.00263949 |       0.00367359 |                 16 |                   32 |       8 |         0.198345  |
|  92 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            2.36666  |        0.00241397 |       0.0035936  |                 32 |                   32 |       1 |         0.198345  |
|  97 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            2.37405  |        0.00280442 |       0.00368919 |                 32 |                   32 |       2 |         0.198345  |
|   9 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            2.40169  |        0.00346348 |       0.00378406 |                 32 |                   32 |       4 |         0.198345  |
|  74 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            2.51444  |        0.00363697 |       0.00409584 |                 32 |                   32 |       8 |         0.198345  |
|  78 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            2.92891  |        0.00408633 |       0.00482775 |                 32 |                   32 |      16 |         0.198345  |
|  35 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            4.73661  |        0.00328028 |       0.00458242 |                 64 |                   32 |       1 |         0.198345  |
|  73 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            4.74038  |        0.0036229  |       0.0046554  |                 64 |                   32 |       2 |         0.198345  |
|  98 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            4.77257  |        0.00432381 |       0.00477836 |                 64 |                   32 |       4 |         0.198345  |
|  25 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            4.88189  |        0.00563712 |       0.00497919 |                 64 |                   32 |       8 |         0.198345  |
| 125 |                 6656 |          4608 |           2048 |                  8 |             7 |              1 |          0.001202 |         0.001052 |          0.00015  |               0 |            5.30272  |        0.00606952 |       0.00566048 |                 64 |                   32 |      16 |         0.198345  |
| 101 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.337694 |        0.00105559 |       0.00122224 |                  4 |                   16 |       1 |         0.100959  |
| 162 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.345793 |        0.00129862 |       0.00124939 |                  4 |                   16 |       2 |         0.100959  |
|  77 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.371394 |        0.00136658 |       0.00134117 |                  4 |                   16 |       4 |         0.100959  |
|  84 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.659658 |        0.00157105 |       0.0016993  |                  8 |                   16 |       1 |         0.122769  |
| 135 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.667987 |        0.00161649 |       0.00177993 |                  8 |                   16 |       2 |         0.122769  |
|  64 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.694171 |        0.00200804 |       0.00191667 |                  8 |                   16 |       4 |         0.122769  |
|   2 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            0.802464 |        0.00222154 |       0.00227444 |                  8 |                   16 |       8 |         0.122769  |
|  49 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            1.22682  |        0.00202986 |       0.00319949 |                 16 |                   16 |       1 |         0.198345  |
|   5 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            1.23454  |        0.00243002 |       0.00330138 |                 16 |                   16 |       2 |         0.198345  |
| 109 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            1.26273  |        0.00311473 |       0.00340763 |                 16 |                   16 |       4 |         0.198345  |
|  53 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            1.37407  |        0.00330541 |       0.00373859 |                 16 |                   16 |       8 |         0.198345  |
| 116 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            1.78649  |        0.00376725 |       0.00448155 |                 16 |                   16 |      16 |         0.198345  |
|  65 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            2.45374  |        0.00248905 |       0.00379122 |                 32 |                   16 |       1 |         0.198345  |
|  26 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            2.46376  |        0.00287299 |       0.00389048 |                 32 |                   16 |       2 |         0.198345  |
| 144 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            2.49489  |        0.00360027 |       0.00402962 |                 32 |                   16 |       4 |         0.198345  |
|  50 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            2.6002   |        0.00495914 |       0.00424585 |                 32 |                   16 |       8 |         0.198345  |
|  82 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            3.01316  |        0.00541993 |       0.00495952 |                 32 |                   16 |      16 |         0.198345  |
| 124 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            4.88978  |        0.00356328 |       0.00480772 |                 64 |                   16 |       1 |         0.198345  |
|  71 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            4.89761  |        0.0042109  |       0.0048873  |                 64 |                   16 |       2 |         0.198345  |
| 139 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            4.93585  |        0.00555476 |       0.00502014 |                 64 |                   16 |       4 |         0.198345  |
| 159 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            5.04921  |        0.00817046 |       0.00522757 |                 64 |                   16 |       8 |         0.198345  |
|  63 |                 6656 |          4608 |           2048 |                 16 |            14 |              2 |          0.002404 |         0.002103 |          0.0003   |               0 |            5.46711  |        0.00869408 |       0.00594072 |                 64 |                   16 |      16 |         0.198345  |
|  29 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.35748  |        0.00113625 |       0.00125344 |                  4 |                    8 |       1 |         0.100959  |
|  22 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.379481 |        0.00172488 |       0.00105965 |                  4 |                    8 |       2 |         0.0990866 |
|  87 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.405981 |        0.00180993 |       0.00115368 |                  4 |                    8 |       4 |         0.0990866 |
| 138 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.503263 |        0.00195078 |       0.00181478 |                  4 |                    8 |       8 |         0.100959  |
|  38 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.695834 |        0.00160164 |       0.00180134 |                  8 |                    8 |       1 |         0.122769  |
|  24 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.705077 |        0.0019999  |       0.00189454 |                  8 |                    8 |       2 |         0.122769  |
| 143 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.734511 |        0.00270373 |       0.00200403 |                  8 |                    8 |       4 |         0.122769  |
|  90 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            0.847937 |        0.00291219 |       0.00234191 |                  8 |                    8 |       8 |         0.122769  |
| 119 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            1.22632  |        0.00351819 |       0.00355795 |                  8 |                    8 |      16 |         0.176461  |
|  93 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            1.31626  |        0.00210244 |       0.00340221 |                 16 |                    8 |       1 |         0.198345  |
|  47 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            1.3267   |        0.0025005  |       0.00350961 |                 16 |                    8 |       2 |         0.198345  |
|  86 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            1.35825  |        0.00325521 |       0.00365937 |                 16 |                    8 |       4 |         0.198345  |
|  62 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            1.46184  |        0.00466054 |       0.00389189 |                 16 |                    8 |       8 |         0.198345  |
|  27 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            1.8732   |        0.00514206 |       0.00461744 |                 16 |                    8 |      16 |         0.198345  |
| 121 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            2.61096  |        0.0027803  |       0.00402312 |                 32 |                    8 |       1 |         0.198345  |
| 156 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            2.62704  |        0.00348571 |       0.00413226 |                 32 |                    8 |       2 |         0.198345  |
| 150 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            2.66221  |        0.00486419 |       0.004278   |                 32 |                    8 |       4 |         0.198345  |
| 111 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            2.77155  |        0.00755843 |       0.00450082 |                 32 |                    8 |       8 |         0.198345  |
| 161 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            3.1815   |        0.00811044 |       0.00524636 |                 32 |                    8 |      16 |         0.198345  |
|  83 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            5.1594   |        0.00453124 |       0.0069958  |                 64 |                    8 |       2 |         0.245104  |
| 163 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            5.17218  |        0.00369343 |       0.00540693 |                 64 |                    8 |       1 |         0.198345  |
|  36 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            5.20842  |        0.00587973 |       0.00716333 |                 64 |                    8 |       4 |         0.245104  |
| 154 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            5.33004  |        0.00863865 |       0.0074718  |                 64 |                    8 |       8 |         0.245104  |
| 140 |                 6656 |          4608 |           2048 |                 32 |            29 |              3 |          0.004808 |         0.004357 |          0.000451 |               0 |            5.7539   |        0.0141042  |       0.00796793 |                 64 |                    8 |      16 |         0.245104  |
| 118 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.396899 |        0.00132088 |       0.00133915 |                  4 |                    4 |       1 |         0.100959  |
|  99 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.417805 |        0.00178965 |       0.00118842 |                  4 |                    4 |       2 |         0.0990866 |
|  54 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.447412 |        0.00250817 |       0.00129832 |                  4 |                    4 |       4 |         0.0990866 |
|  43 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.54974  |        0.0026579  |       0.0018839  |                  4 |                    4 |       8 |         0.100959  |
|  96 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.787472 |        0.00167604 |       0.00200929 |                  8 |                    4 |       1 |         0.122769  |
| 142 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.799291 |        0.00207228 |       0.00210646 |                  8 |                    4 |       2 |         0.122769  |
| 112 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.832396 |        0.00284811 |       0.00226215 |                  8 |                    4 |       4 |         0.122769  |
|  81 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.938728 |        0.00431678 |       0.00250016 |                  8 |                    4 |       8 |         0.122769  |
|  58 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            0.94989  |        0.00340489 |       0.00309112 |                  4 |                    4 |      16 |         0.16565   |
|  61 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            1.315    |        0.00492597 |       0.00369713 |                  8 |                    4 |      16 |         0.176461  |
|  19 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            1.47955  |        0.00240605 |       0.00364399 |                 16 |                    4 |       1 |         0.198345  |
|  57 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            1.49402  |        0.00312971 |       0.00375799 |                 16 |                    4 |       2 |         0.198345  |
|  79 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            1.5296   |        0.0045521  |       0.00391435 |                 16 |                    4 |       4 |         0.198345  |
|   4 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            1.63722  |        0.00732578 |       0.00415346 |                 16 |                    4 |       8 |         0.198345  |
| 153 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            2.04647  |        0.00791499 |       0.00491252 |                 16 |                    4 |      16 |         0.198345  |
|  34 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            2.90125  |        0.00291407 |       0.00463935 |                 32 |                    4 |       1 |         0.198345  |
| 127 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            2.91074  |        0.00386718 |       0.00632362 |                 32 |                    4 |       2 |         0.245104  |
| 113 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            2.9566   |        0.00525587 |       0.0065013  |                 32 |                    4 |       4 |         0.245104  |
|  44 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            3.08108  |        0.00813257 |       0.0068376  |                 32 |                    4 |       8 |         0.245104  |
| 110 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            3.49709  |        0.0137179  |       0.00735222 |                 32 |                    4 |      16 |         0.245104  |
|  21 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            5.72314  |        0.00448792 |       0.00785333 |                 64 |                    4 |       1 |         0.245104  |
|  75 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            5.75898  |        0.00576808 |       0.00799524 |                 64 |                    4 |       2 |         0.245104  |
|  33 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            5.82777  |        0.008386   |       0.00819574 |                 64 |                    4 |       4 |         0.245104  |
| 122 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            5.96519  |        0.0137332  |       0.00853059 |                 64 |                    4 |       8 |         0.245104  |
| 120 |                 6656 |          4608 |           2048 |                 64 |            58 |              6 |          0.009615 |         0.008714 |          0.000901 |               0 |            6.40878  |        0.0245732  |       0.00905969 |                 64 |                    4 |      16 |         0.245104  |
| 129 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            0.490562 |        0.00139711 |       0.0015507  |                  4 |                    2 |       1 |         0.100959  |
| 115 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            0.514499 |        0.00186409 |       0.00140742 |                  4 |                    2 |       2 |         0.0990866 |
| 100 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            0.549938 |        0.00267546 |       0.00157006 |                  4 |                    2 |       4 |         0.0990866 |
|  46 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            0.642542 |        0.00409547 |       0.00204545 |                  4 |                    2 |       8 |         0.100959  |
|   3 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            0.954792 |        0.00198789 |       0.00225767 |                  8 |                    2 |       1 |         0.122769  |
|  28 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            0.970644 |        0.00271798 |       0.00236143 |                  8 |                    2 |       2 |         0.122769  |
| 141 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.00778  |        0.00417798 |       0.00252372 |                  8 |                    2 |       4 |         0.122769  |
| 105 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.04103  |        0.00485389 |       0.00323442 |                  4 |                    2 |      16 |         0.16565   |
|  45 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.12015  |        0.00708093 |       0.00277163 |                  8 |                    2 |       8 |         0.122769  |
|  15 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.4922   |        0.00776485 |       0.00399881 |                  8 |                    2 |      16 |         0.176461  |
| 103 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.77752  |        0.00253911 |       0.00427708 |                 16 |                    2 |       1 |         0.198345  |
|  85 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.8679   |        0.00345909 |       0.00399613 |                 16 |                    2 |       2 |         0.169342  |
|  10 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            1.9191   |        0.00490065 |       0.00418344 |                 16 |                    2 |       4 |         0.169342  |
|  48 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            2.04033  |        0.00783483 |       0.0045222  |                 16 |                    2 |       8 |         0.169342  |
|  30 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            2.39283  |        0.0134158  |       0.00545765 |                 16 |                    2 |      16 |         0.198345  |
| 133 |                 6656 |          4608 |           2048 |                128 |           117 |             11 |          0.019231 |         0.017578 |          0.001653 |               0 |            3.48444  |        0.00379567 |       0.00718274 |                 32 |                    2 |       1 |         0.245104  |
